url,label
https://q.me-qr.com/nc5sm8a9,0
https://qr1.me-qr.com/mobile/pdf/5f5c8818-398f-4166-84ff-51f6c96b9c61,0
https://qrco.de/bdX89a,0
https://flowcode.com/p/89ab2c,0
https://qr-code-generator.com/b/12345,0
https://canva.com/design/DAG1234/view,0
https://drive.google.com/file/d/1a2b3c4d/view,0
https://docs.google.com/document/d/1a2b3c/edit,0
https://dropbox.com/s/abcdef123/document.pdf,0
https://onedrive.live.com/view.aspx?resid=123,0
https://linktr.ee/company_official,0
https://mycompany.com/menu.pdf,0
https://google.com,0
https://github.com,0
https://wikipedia.org,0
https://microsoft.com,0
https://adobe.com/acrobat/online/pdf-to-qr.html,0
https://qr.io/p/sample_pdf,0
https://me-qr.com/qr-code-generator/pdf,0
https://qr-code.io/d/document123,0
http://192.168.1.1/login-verify-account-mfa.xyz,1
http://microsoft-support-login.com/auth/verify?id=928,1
http://payroll-portal.com/login,1
http://short.auth-verify.xyz/m365,1
http://paypal-security-update-alert.top/verify,1
http://appleid-confirm-device-location.info/login,1
http://bank-account-suspended-verify.biz/signin,1
http://docusign-sign-urgent-document.live/auth,1
http://office365-mfa-token-reauth.site/verify,1
http://104.28.14.88/secure/bank/login.php,1
http://auth-qr-update.com/login,1
http://chase-bank-verify-access.xyz/login,1
http://wellsfargo-update-passcode.top/auth,1
http://security-mfa-alert-system.top/login,1
http://netflix-billing-update-required.online/account,1
http://amazon-prime-account-suspended.site/verify,1
http://dhl-parcel-delivery-fee-pending.top/pay,1
http://fedex-tracking-parcel-hold.info/redelivery,1
http://usps-address-confirmation-needed.xyz/update,1
http://internal-hr-payroll-directdeposit.biz/login,1
